chara,name,input,damage,startup,active,recovery,attribute,type,frameAdv
Uzuki,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Uzuki,"Evil of Omen",41236D,3560,9,,,Strike,super,-27
Uzuki,"Float with Parasol",jB+C,390,9,4,,Strike,other,Varies
Uzuki,"Gorging Coffin",214A~4A,910,13(10),,,,special,-7
Uzuki,"Gorging Coffin",214A~4B,1100,14(11),,,,special,-15
Uzuki,"Gorging Coffin",214A~4C,"450, 450 (864)",36(33),,,,special,+11~+30
Uzuki,"Gorging Coffin",214A~4D~A,,,,,,special,
Uzuki,"Gorging Coffin",214A~4D~A+D,1963,27,,,,special,
Uzuki,"Gorging Coffin",214A~4D~B,,,,,,special,
Uzuki,"Gorging Coffin",214A~4D~C,,,,,,special,
Uzuki,"Gorging Coffin",214B/C~4A,"560, 560 (1064)",16(13),,,,special,-11
Uzuki,"Gorging Coffin",214B/C~4B,"420, 420, 420 (",15(12),,,,special,-14~-4
Uzuki,"Gorging Coffin",214B/C~4C,,34(31),,,,special,+16
Uzuki,"Gorging Coffin",214B/C~4D~A,,13,"13-18, 23-26",15,,special,Varies
Uzuki,"Gorging Coffin",214B/C~4D~A+D,1963,27,,,,special,
Uzuki,"Gorging Coffin",214B/C~4D~B,,31,"31-34, 44-47",15,,special,
Uzuki,"Gorging Coffin",214B/C~4D~C,,,,,,special,
Uzuki,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Uzuki,Items,2B+C,"([[Under Night In-Birth/Glossary#Poison|Poison]]): &#039;&#039;&#039;680&#039;&#039;&#039;&lt;br&gt;Both Vorpal: &#039;&#039;&#039;833&#039;&#039;&#039;&lt;br&gt;Vorpal: &#039;&#039;&#039;877&#039;&#039;&#039;&lt;br&gt;Celestial: &#039;&#039;&#039;955&#039;&#039;&#039;",,"15 (Ground)&lt;br&gt;5 (Air)",,,other,
Uzuki,"Melt and Lurk",B+C,,11,,,,other,
Uzuki,"Mist for Vanity",j236A,"770 + [[Under Night In-Birth/Glossary#Poison|Poison]]",12,,,"Strike, Projectile",special,"Varies (-7 from tk input)"
Uzuki,"Mist for Vanity",j236B,"740 + [[Under Night In-Birth/Glossary#Poison|Poison]]",12,,,"Strike, Projectile",special,"Varies (-5 from tk input)"
Uzuki,"Mist for Vanity",j236C,"490x4 (1698) + [[Under Night In-Birth/Glossary#Poison|Poison]]",9,,,"Strike, Projectile",special,"Varies (+17 from tk input)"
Uzuki,"Ride on Bones",236A,980,7,21,,Strike,special,-3
Uzuki,"Ride on Bones",236B,"982 (520, 520)",9,25,,Strike,special,"-3 (1st hit)&lt;br&gt;-9~-3 (2nd hit)"
Uzuki,"Ride on Bones",236C,1908,9f,"12 (10) 14",,Strike,special,-26
Uzuki,"Spine and Cleave",22A,840,16,,,,special,-8
Uzuki,"Spine and Cleave",22B,840,16,,,,special,-8
Uzuki,"Spine and Cleave",22C,"490x4 (1753 total)",12,,,,special,"-11, +4, +19, +34"
Uzuki,"The Curtain Rise of Sabbath",A+B+C+D,3756,1+14,2,51,Strike,super,-25
Uzuki,"Trap of Death",214A,670,12,4,,Strike,special,-9
Uzuki,"Trap of Death",214B,740,17,3,,Strike,special,-15
Uzuki,"Trap of Death",214C,740,18,3,,Strike,special,-15
Uzuki,"Trap of Death",214[B],820,24,14,,Strike,special,+2
Uzuki,"Trap of Death",214[C],820,25,14,,Strike,special,+2
Uzuki,"Trap of Death",j214A,740,17,"Until landing",,"Strike, Dive",special,
Uzuki,"Trap of Death",j214B,820,21,"Until landing",,"Strike, Dive",special,
Uzuki,"Trap of Death",j214C,820,21,"Until landing",,,special,
Uzuki,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Vatista,,2A,150,6,3,12,Strike,Normal,-3
Vatista,,2B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;260×2&quot;&gt;(494)&lt;/span&gt;",9,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;6, 5&quot;&gt;(9)&lt;/span&gt;",22,Strike,Normal,-6
Vatista,,2BB,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;240×2&quot;&gt;(460)&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Only accessible as a followup to 2B&quot;&gt;(4)&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;5, 3&quot;&gt;(8)&lt;/span&gt;",23,Strike,Normal,-7
Vatista,,2BBB,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;220×2&quot;&gt;424&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Only accessible as a followup to 2BB&quot;&gt;(6)&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;9 (7) 6&quot;&gt;(15)&lt;/span&gt;",,Strike,Normal,-16~-26
Vatista,,2C,641,"10 (Close) &lt;br/&gt;11~20 (Wheel)",13,22,"Strike, Object",Normal,-14~-3
Vatista,,5A,160,6,3,12,Strike,Normal,-3
Vatista,,5B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;207×2&quot;&gt;(432)&lt;/span&gt;",12,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;6, 5&quot;&gt;(9)&lt;/span&gt;",18,Strike,Normal,-2
Vatista,,5BB,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;290×2&quot;&gt;(551)&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Only accessible as a followup to 5B&quot;&gt;(4)&lt;/span&gt;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;4, 2&quot;&gt;(6)&lt;/span&gt;",25,Strike,Normal,-8
Vatista,,5C,690,12,5,22,Strike,Normal,-11
Vatista,,5CC,474~515,11,3,29,Strike,Normal,-16
Vatista,,66B,650,9,2,12,Strike,Normal,-2
Vatista,,66C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;195×6&quot;&gt;(955)&lt;/span&gt;",12,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;3*6&quot;&gt;(18)&lt;/span&gt;",20,Strike,Normal,-5~-20
Vatista,,jA,140,6,3,,Strike,Normal,
Vatista,,jB,410,11,7,,Strike,Normal,
Vatista,,jC,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;175×3&quot;&gt;(493)&lt;/span&gt;",12,10,,Strike,Normal,+17~+19
Vatista,Armabellum,2B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;410×2&quot;&gt;(787)&lt;/span&gt;",12,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;9,8&quot;&gt;(17)&lt;/span&gt;",20,,other,-5
Vatista,Armabellum,B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;325×3&quot;&gt;(916)&lt;/span&gt;",10,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;3 (3) 2 (5) 6&quot;&gt;(11)&lt;/span&gt;",12,,other,-2
Vatista,Armabellum,jB+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;160×4&quot;&gt;(619)&lt;/span&gt;",14,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2, 2, 2 (2) 4&quot;&gt;(10)&lt;/span&gt;",,,other,-10~-28
Vatista,Armabellum,j[B]+[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;160×11&quot;&gt;(1580)&lt;/span&gt;",13,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1, 7, 8 (5) 2*7 (2) 4&quot;&gt;(34)&lt;/span&gt;",,,other,-18~-63
Vatista,Armabellum,[B]+[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;325×5&quot;&gt;(1432)&lt;/span&gt;",10,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;3, 2 (13) 4, 5, 6&quot;&gt;(20)&lt;/span&gt;",17,,other,-6
Vatista,Concordia,2A+B,,,,63,,other,
Vatista,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Vatista,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Vatista,"Lateus Orbis",41236D,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;(4305)&quot;&gt;150, 105×27, 420&lt;/span&gt;",12,,,,super,-33
Vatista,Leviosa,jA+B,,32,,,,other,
Vatista,"Lumen Stella",[4]6A,819,21,,,Projectile,special,+10
Vatista,"Lumen Stella",[4]6B,1060,11,,,Projectile,special,-5
Vatista,"Lumen Stella (Air)",j[4]6A,819,13,,,Projectile,special,-1
Vatista,"Lumen Stella (Air)",j[4]6B,819,13,,,Projectile,special,-3
Vatista,"Lumen Stella Eclance",[4]6C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;120×20&quot;&gt;(1735)&lt;/span&gt;",38,,,Projectile,special,+76
Vatista,"Lumen Stella Eclance (Air)",j[4]6C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;120×20&quot;&gt;(1735)&lt;/span&gt;",36,,,Projectile,special,+74
Vatista,"Lux Fortis",[6]4C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;200×10&quot;&gt;(1532)&lt;/span&gt;",8,25,,Projectile,special,+7
Vatista,"Lux Fortis (Air)",j[6]4C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;190×10&quot;&gt;(1450)&lt;/span&gt;",8,25,,Projectile,special,+17
Vatista,"Mico Ruseo",[6]4A,1250,14,10,,Projectile,special,-3
Vatista,"Mico Ruseo",[6]4B,1250,15,10,,Projectile,special,+3
Vatista,"Mico Ruseo (Air)",j[6]4A,1280,14,10,,Projectile,special,-3
Vatista,"Mico Ruseo (Air)",j[6]4B,1280,17,10,,Projectile,special,-10
Vatista,"Ruber Angelus",[2]8A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;620, 250×5&quot;&gt;(1530)&lt;/span&gt;",5,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2 (3) 8&quot;&gt;(10)&lt;/span&gt;",,Strike,special,-16
Vatista,"Ruber Angelus",[2]8B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;620, 318×5, 511&quot;&gt;(1776)&lt;/span&gt;",6,"1(3)2,3,3(12)3",,Strike,special,-25
Vatista,"Ruber Angelus Estis",[2]8C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;195×6, 195×5, 195×8&quot;&gt;(2121)&lt;/span&gt;",5,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;3 (3) 8, (16) 21, (7) 3 (3) 10&quot;&gt;(11, 21, 13)&lt;/span&gt;",,Strike,special,-15
Vatista,"Satelles Triangulum",2A+B~2C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;620×3&quot;&gt;(1680)&lt;/span&gt;",8,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2*3&quot;&gt;(6)&lt;/span&gt;",32,,special,+6
Vatista,"Satelles Triangulum",]X[,920,,10,,,special,
Vatista,"Si Deus Fragmentum",5]X[/2]X[,,,,26,,special,
Vatista,"Si Deus Fragmentum",Detonate,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;150×3, 666×2 / 150×4, 666×2&quot;&gt;(1292 (A hit)/ 1484)&lt;/span&gt;",,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;4, 4, 2 (3) 3, 3 / 4, 4, 4, 4 (3) 3, 3&quot;&gt;(16 (A hit)/ 22)&lt;/span&gt;",,,special,+18~+29
Vatista,"Si Deus Fragmentum",j]X[,,,,32,,special,
Vatista,"Smart Steer",5A+B,1656,14,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;8, 8, 4&quot;&gt;(20)&lt;/span&gt;",,Strike,other,-10
Vatista,"Solis Olio",[4]6B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;270×4, 270×4&quot;&gt;(1214), (1214)&lt;/span&gt;",9,(29),"Total 27",Projectile,special,+44
Vatista,Throw,A+D,1580,4,3,,Throw,other,"+37 (Midscreen) &lt;br/&gt;+23 (Into Corner) &lt;br/&gt;+40~+42 (Out of Corner)"
Vatista,"Trāns Volāns",j[8]2A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;290×N&quot;&gt;(290+)&lt;/span&gt;",7,,,Head,special,+2
Vatista,"Trāns Volāns",j[8]2B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;350×N, 350&quot;&gt;(595+)&lt;/span&gt;",20,,,Head,special,-11
Vatista,"Trāns Volāns",j[8]2C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;245×N, 245×2&quot;&gt;(1403+)&lt;/span&gt;",5,,,Strike,special,-1
Vatista,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Vatista,Zahhishio,A+B+C+D,3775,1+14,2,51,Strike,super,-25
Wagner,,2A,150,5,2,12,"Strike, Foot",,-2
Wagner,,2B,490,9,2,19,"Strike, Foot",,-5
Wagner,,2C,620,9,5,18,"Strike, Foot",,-5
Wagner,,3C,660,9,3,24,Strike,,-9
Wagner,,5A,200,5,2,12,Strike,,-2
Wagner,,5B,490,7,3,18,Strike,,-5
Wagner,,5C,680,12,4,21,Strike,,-8
Wagner,,5[C],780,20,4,26,Strike,,-13
Wagner,,66B,"350, 350",9,2,13,Strike,,-2
Wagner,,66B,610,9,2,13,Strike,,-3
Wagner,,66C,"490, 490",10,3,26,"Strike, Foot",,-9
Wagner,,66C,850,10,3,26,"Strike, Foot",,-11
Wagner,,6B,"500, 710","8, 18","2, 3",24,Strike,,-7
Wagner,,6C,690,26,4,19,Strike,,-6
Wagner,,j2C,680,14,"Until Land",13,"Strike, Head",,-2~-5
Wagner,,jA,140,8,3,17,"Strike, Head",,Varies
Wagner,,jB,420,9,4,18,"Strike, Head",,Varies
Wagner,,jC,590,12,3,,"Strike, Head",,Varies
Wagner,,j[B],650,17,4,20,"Strike, Head",,Varies
Wagner,,j[C],770,20,3,,"Strike, Head",,Varies
Wagner,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Wagner,Eroberung,j4B+C,354,16,,,Strike,,
Wagner,Eroberung,j4[B+C],1054,23,,,Strike,,
Wagner,"Filthy Dog!",2A+B,1235,10,3,17,Strike,,-2
Wagner,"Filthy Dog! (IC Enhance)",2[A]+[B],1918,10,3,,Strike,,-2
Wagner,"Filthy Dog! (IC)",2[A]+[B],1362,10,3,,Strike,,-2
Wagner,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Wagner,"Hitze Falke",41236D,3549,1+9~25,19,,Strike,,-46~-30
Wagner,Hollenbrand,66B+C,855,12,,,Strike,,-5
Wagner,"Kugel Blitz (A)",236A,"1200&lt;br&gt;Enhance: 1236",10,16,4,Strike,,-5
Wagner,"Kugel Blitz (B)",236B,"1258&lt;br&gt;Enhance: 1294",10,16,16,Strike,,-14
Wagner,"Kugel Blitz (C)",236C,1890,1+6,12,24,Strike,,-26
Wagner,"Lohe Garde (B)",22B,,,,,,,
Wagner,"Lohe Garde (C)",22C,1436,1+6,6,26,Projectile,,+9
Wagner,"Lohen Schneide",22A,,,,,,,
Wagner,"Meggido L&#039;or Celeste Grace",A+B+C+D,3760,1+14,2,51,Strike,super,-25
Wagner,"Schild Zack",B+C,720,15,2,27,Strike,,0
Wagner,"Schild Zack (IC Vorpal)",[B+C],1050,28,2,36,Strike,,-10
Wagner,"Schild Zack (IC)",[B+C],1050,28,2,36,Strike,,-10
Wagner,"Schild Zack (Vorpal)",B+C,720,15,2,27,Strike,,0
Wagner,"Sturm Brecher (A Enhance)",214A,700,12~19,9,14,Strike,,0~+8
Wagner,"Sturm Brecher (A)",214A,700,12~19,9,14,Strike,,-5~+3
Wagner,"Sturm Brecher (B Enhance)",214B,700,12~23,12,14,Strike,,-3~+8
Wagner,"Sturm Brecher (B)",214B,700,12~23,12,14,Strike,,-8~+3
Wagner,"Sturm Brecher (C)",214C,1890,1+7~25,20,20,Strike,,+1
Wagner,"Sturm Brecher (IC A Enhance)",214[A],1410,22~30,9,19,Strike,,+4~+12
Wagner,"Sturm Brecher (IC A)",214[A],1410,22~30,9,19,Strike,,-3~+5
Wagner,"Sturm Brecher (IC B Enhance)",214[B],1410,22~33,12,19,Strike,,+1~+12
Wagner,"Sturm Brecher (IC B)",214[B],1410,22~33,12,19,Strike,,-6~+5
Wagner,"Sturm Schlag (A)",j236A,"1420&lt;br&gt;Enhance: 1440",12,"Until Land",,Strike,,-4
Wagner,"Sturm Schlag (B)",j236B,"1420&lt;br&gt;Enhance: 1440",12,"Until Land",,Strike,,-6
Wagner,"Sturm Schlag (C)",j236C,1676,1+7~9,"Until Land",,Strike,,0~+2
Wagner,"Sturm Schlag (IC A)",j236[A],"1546&lt;br&gt;Enhance: 1566",25,"Until Land",,Strike,,-8
Wagner,"Sturm Schlag (IC B)",j236[B],"1546&lt;br&gt;Enhance: 1566",25,"Until Land",,Strike,,-11
Wagner,Throw,A+D,1644,4,1,22,Throw,,
Wagner,"Throw (IC Enhance)",[A+D],1703,4,1,,Throw,,
Wagner,"Throw (IC)",[A+D],1684,4,1,,Throw,,
Wagner,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Wagner,"Wackenroder (A)",623A,1244,5,19,34,Strike,,-26
Wagner,"Wackenroder (B)",623B,1520,6,18,36,Strike,,-33
Wagner,"Wackenroder (C)",623C,1854,1+4,21,44,Strike,,-39
Wagner,"Zerlegen (A follow-up Enhance)",236A~X,1632,,,,Strike,,-8
Wagner,"Zerlegen (A follow-up)",236A~X,1512,,,,Strike,,-12
Wagner,"Zerlegen (Air follow-up Enhance)",j236X~X,1845,,,,Strike,,
Wagner,"Zerlegen (Air follow-up)",j236X~X,1738,,,,Strike,,-18
Wagner,"Zerlegen (Air IC follow-up Enhance)",j236[X]~X,1962,,,,Strike,,
Wagner,"Zerlegen (Air IC follow-up)",j236[X]~X,1858,,,,Strike,,-18
Wagner,"Zerlegen (B follow-up Enhance)",236B~X,1705,,,,Strike,,-14
Wagner,"Zerlegen (B follow-up)",236B~X,1582,,,,Strike,,-27
Waldstein,,1A,456,8,2,14,Foot,normal,+2
Waldstein,,214A,1220,16,5,16,Strike,,+1
Waldstein,,214B,1410,22,4,14,Strike,,+4
Waldstein,,214C,2150,7~10,6,17,Strike,,+9~+12
Waldstein,,214[B],1620,29,4,,Strike,,+7
Waldstein,,236A,1520,17,3,37,Strike,,"-20&lt;br&gt;+16 on CS"
Waldstein,,236B,1520,26,3,32,Strike,,"-16&lt;br&gt;+16 on CS"
Waldstein,,236C,1750,18,3,21,Strike,,-6
Waldstein,,236X~4X,810,16,4,28,Strike,,"-14&lt;br&gt;+16 on CS"
Waldstein,,2A,220,8,2,18,Strike,normal,-8
Waldstein,,2B,570,11,4,17,"Strike, Foot",normal,-5
Waldstein,,2C,720,12,5,25,Strike,normal,-12
Waldstein,,360A,"2080&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: 2180",3,,,Throw,,"+28 (hit)&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: +42"
Waldstein,,360B,"2080&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: 2180",6,,,Throw,,"+36 (hit)&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: +42"
Waldstein,,360C,"2432&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: 2510",9,,,Throw,,"+28 (hit)&lt;br&gt;&#039;&#039;&#039;720&#039;&#039;&#039;: +42"
Waldstein,,3C,1500,10,2,27,Throw,normal,Varies
Waldstein,,41236D,3535,9,,,Throw,,-25
Waldstein,,4B,1302,22,13,8,Strike,normal,+2
Waldstein,,4B,400,22,13,8,Strike,normal,+4
Waldstein,,5A,230,8,3,16,Strike,normal,-2
Waldstein,,5B,610,13,3,21,Strike,normal,-6
Waldstein,,5C,720,15,2,22,Strike,normal,-5
Waldstein,,5[C],810,24,2,22,Strike,normal,-3
Waldstein,,623A,"1180 3-hit",11,"3, (9), 4, (10), 5",20,Strike,,-3
Waldstein,,623B,"1180 3-hit",7,"3, (9), 4, (10), 5",27,Strike,,-10
Waldstein,,623C,"2049 4-hit",17,"2, (12), 2, (11), 2, (8), 4",22,Strike,,-12
Waldstein,,66B,810,10,2,23,Strike,normal,-13
Waldstein,,66C,"1093 2-hit",8,"10, (2), 7",,Strike,normal,"+2 &#039;&#039;&#039;First Hit Only&#039;&#039;&#039;: -10"
Waldstein,,6C,"1600&lt;br&gt;&#039;&#039;&#039;Punch only&#039;&#039;&#039;: 1700","11&lt;br&gt;&#039;&#039;&#039;Punch only&#039;&#039;&#039;: 43","5, (27), 8",13,Strike,normal,+5
Waldstein,,A+B+C+D,3788,1+14,2,51,Strike,super,-25
Waldstein,,A+D,1770,4,,,Throw,,"+50 (hit)"
Waldstein,,j214A,1410,7,,,Throw,,"From combo: +25&lt;br&gt;Starter: +35"
Waldstein,,j214B,1410,7,,,Throw,,"From combo: +25&lt;br&gt;Starter: +35"
Waldstein,,j214C,1825,5,,,Throw,,"+43 (Hit)"
Waldstein,,j2C,510,7,"Until Landing",,"Strike, Head",normal,"-7~-12 depending on defender&#039;s height&lt;br&gt;-20 if done rising."
Waldstein,,j6C,710,10,4,11,"Strike, Head",normal,Varies
Waldstein,,jA,210,9,3,16,"Strike, Head",normal,Varies
Waldstein,,jB,520,10,6,13,"Strike, Head",normal,Varies
Waldstein,,jC,610,15,3,15,"Strike, Head",normal,Varies
Waldstein,,j[C],810,24,3,15,"Strike, Head",normal,Varies
Waldstein,,[4]6A,1840,27,"Until Corner","Upon impact: 35 (whiff)",Throw,,"+9~+13 (Hit)"
Waldstein,,[4]6B,1840,30,"Until Corner","Upon impact: 35 (whiff)",Throw,,"+9~+13 (Hit)"
Waldstein,,[4]6C,2250,6,"Until Corner","Upon impact: 35 (whiff)",Throw,,"+18~+22 (Hit)"
Waldstein,,[A]+[D],1848,4,,,Throw,,"+10 (hit)"
Waldstein,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Waldstein,Drauflosgehen,22A,"Varies&lt;br&gt;6 hits: 1693&lt;br&gt;1hit: 310",22,"Ground Slam: 3",37,?,,-5~+8
Waldstein,Drauflosgehen,22B,"Varies&lt;br&gt;6 hits: 1693&lt;br&gt;1hit: 310",17,"Ground Slam: 3",44,,,-8~+1
Waldstein,Drauflosgehen,22C,"Varies&lt;br&gt;6 hits: 2324&lt;br&gt;1hit: 440",12,"Ground Slam: 3",37,,,-1~+8
Waldstein,"Drauflosgehen (Increase)",22[B],"Varies&lt;br&gt;6 hits: 1867&lt;br&gt;1hit: 340",30,"Ground Slam: 3",44,,,-3~+10
Waldstein,"Ferzen Volf",B+C,"1524 2-hit&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: 810","13, 38","3, (22), Until Rock Lands",27,"Strike&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: Projectile",,"-36&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: +4~+15"
Waldstein,"Ferzen Volf (Increase)",[B]+[C],"1667 2-hit&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: 980","13, (X)","3, (X), Until Rock Lands",32,"Strike&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: Projectile",,"-36&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: +8~+18"
Waldstein,"Ferzen Volf (Increase, Vorpal)",[B]+[C],"1869 2-hit&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: 1122","11, (X)","3, (X), Until Rock Lands",29,"Strike&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: Projectile",,"-31&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: +15~+26"
Waldstein,"Ferzen Volf (Vorpal)",B+C,"1833 2-hit&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: 1078","11, 32","3, (19), Until Rock Lands",25,"Strike&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: Projectile",,"-31&lt;br&gt;&#039;&#039;&#039;Rock&#039;&#039;&#039;: +7~+16"
Waldstein,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Waldstein,"Steer Ender",5A+B,,,,,Strike,other,-14
Waldstein,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Yuzuriha,,2A,150,5,3,12,Strike,normal,-3
Yuzuriha,,2B,450,9,6,11,Foot,normal,0
Yuzuriha,,2C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;340,385&quot;&gt;701&lt;/span&gt;",12,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;8,2&quot;&gt;10&lt;/span&gt;",23,"Strike, Foot",normal,-7
Yuzuriha,,421B,,,,,,special,
Yuzuriha,,421C,,,,,,special,59
Yuzuriha,,4B,"520 (hit) / 1050 (parry)",17,3,22,Strike,normal,-7
Yuzuriha,,4C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;260*4&quot;&gt;945&lt;/span&gt;",12,13,17,Strike,normal,-4
Yuzuriha,,5A,180,5,2,12,"Foot, Light Foot",normal,-2
Yuzuriha,,5B,540,10,3,22,Strike,normal,-6
Yuzuriha,,5C,690,12,4,24,Strike,normal,-10
Yuzuriha,,66B,720,8,2,23,Strike,normal,-5
Yuzuriha,,66C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;240,520&quot;&gt;744&lt;/span&gt;",10,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;6,3&quot;&gt;9&lt;/span&gt;",41,Strike,normal,-26
Yuzuriha,,j2C,510,13,5,"Until Land",Head,normal,"+13&lt;br /&gt;Assault: +6 - +13"
Yuzuriha,,j2[C],710,23,5,"Until Land",Head,normal,13
Yuzuriha,,j421A,,,,,,special,
Yuzuriha,,j421B,,,,,,special,11
Yuzuriha,,j421C,,,,,,special,
Yuzuriha,,jA,140,8,"Until Land",,Head,normal,"+13&lt;br /&gt;Assault: -3 - +13"
Yuzuriha,,jB,440,9,3,19,Head,normal,"+14&lt;br /&gt;Assault: +1 - +15"
Yuzuriha,,jC,590,12,4,"Until Land",Head,normal,"+13&lt;br /&gt;Assault: +5 - +15"
Yuzuriha,,jStance22,,,,,,special,
Yuzuriha,,jStance44,,,,,,special,
Yuzuriha,,jStance66,,,,,,special,
Yuzuriha,,Stance22,,,,,,special,
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",6A,580,"14&lt;br&gt;Stance: 6",2,"24&lt;br&gt;D cancel: 21&lt;br&gt;Stance: 16",Strike,normal,"-8&lt;br&gt;D cancel: -5&lt;br&gt;Stance: 0"
